#Read position (bp)	Clipping profile
157.0	0.1483679525222552
158.0	0.1483679525222552
159.0	0.1483679525222552
160.0	0.1813386086383119
161.0	0.1813386086383119
162.0	0.16485328058028356
163.0	0.1483679525222552
164.0	0.1483679525222552
165.0	0.13188262446422683
166.0	0.11539729640619849
167.0	0.11539729640619849
168.0	0.11539729640619849
169.0	0.11539729640619849
170.0	0.11539729640619849
171.0	0.11539729640619849
172.0	0.11539729640619849
173.0	0.11539729640619849
174.0	0.11539729640619849
175.0	0.46158918562479395
176.0	0.46158918562479395
177.0	0.46158918562479395
178.0	0.44510385756676557
179.0	0.41213320145070886
180.0	0.2967359050445104
181.0	0.2472799208704253
182.0	0.26376524892845365
183.0	0.26376524892845365
184.0	0.28025057698648204
185.0	0.28025057698648204
186.0	0.26376524892845365
187.0	0.2472799208704253
188.0	0.23079459281239698
189.0	0.23079459281239698
190.0	0.21430926475436862
191.0	0.16485328058028356
192.0	0.13188262446422683
193.0	0.13188262446422683
194.0	0.11539729640619849
195.0	0.1483679525222552
196.0	0.1483679525222552
197.0	0.11539729640619849
198.0	0.13188262446422683
199.0	0.13188262446422683
200.0	0.13188262446422683
201.0	0.11539729640619849
202.0	0.11539729640619849
203.0	0.09891196834817012
204.0	0.09891196834817012
205.0	0.11539729640619849
206.0	0.11539729640619849
207.0	0.11539729640619849
208.0	0.13188262446422683
209.0	0.13188262446422683
210.0	0.13188262446422683
211.0	0.11539729640619849
212.0	0.11539729640619849
213.0	0.09891196834817012
214.0	0.09891196834817012
215.0	0.09891196834817012
216.0	0.09891196834817012
217.0	0.09891196834817012
218.0	0.09891196834817012
219.0	0.09891196834817012
220.0	0.11539729640619849
221.0	0.1483679525222552
222.0	0.1483679525222552
223.0	0.23079459281239698
224.0	0.3626772172766238
225.0	0.37916254533465216
226.0	1.4177382129904386
227.0	1.483679525222552
228.0	1.483679525222552
229.0	1.483679525222552
230.0	1.483679525222552
231.0	1.5001648532805802
232.0	1.5496208374546654
233.0	1.582591493570722
234.0	1.533135509396637
235.0	1.533135509396637
236.0	1.5661061655126935
237.0	1.5661061655126935
238.0	1.5661061655126935
239.0	1.8133860863831188
240.0	1.7804154302670623
241.0	1.8628420705572042
242.0	1.8958127266732607
243.0	1.9287833827893175
244.0	1.8958127266732607
245.0	1.8793273986152326
246.0	1.9287833827893175
247.0	2.1101219914276292
248.0	2.2090339597757995
249.0	2.225519287833828
250.0	2.225519287833828
